thread_id,customer_text,brand_text,llm_predicted_intent,gold_intent,gold_escalate,labeler_notes
2472402,"@AmazonHelp i have not, no. i can't see any option for me to do that either- when i click on ""view return label &amp; instructions"" there doesn't seem to be any means by which to request a new label...?",@707036 Can I ask for you to reach out to us through the link below and we will see what options we have for you:  https://t.co/hApLpMlfHN. Thanks ^GA,refund_return,refund_return,N,
181149,@AmazonHelp I don’t speak german. Your support says that germany department block my account. So I need contact with germany department.,@158540 We would like to have a look into your account. Please contact our german customer service: https://t.co/Su5eCI5zdf ^TR,support_process_complaint,support_process_complaint,Y,
1095839,When you get cut off from @AmazonHelp and then it goes fubar when you try to call back And reconnect to the helpful person and can’t!,@378602 I'm sorry for the trouble you're having reaching us. Without sharing account/order details will you tell us what happened? ^DW,support_process_complaint,support_process_complaint,Y,
1446350,@AmazonHelp impossible de trouver ça sur le site ( ou je ne sais pas chercher ce qui est probable ),"@128315 N'ayant pas accès à votre compte sur Twitter, je prie de contacter notre SAV via : https://t.co/qzuu0dgDXz
^MD",product_info_availability,product_info_availability,N,
2212099,@115850 if I already have a prime subscription for 1 year and on purchase if echo I get 1 yr prime membership free.. will the two overlap (I.e. I will get only 1 yr membership) or will be it be 2yrs,@646527 If you already have a prime membership will have your existing membership extended by another year. ^VM,product_info_availability,product_info_availability,N,
2166603,"@115850 Whats the point giving code which never works and give error ""This property is not participating in the offer"" -Lucky Winner of Amazon Great Indian Festival 2017",@635873 We would like to understand the issue in a better way. Kindly elaborate on the concern for us. ^CB,promo_giftcard,promo_giftcard,N,
2934331,@AmazonHelp what part of nominated day delivery do you not understand? I won't be home today and you've ignored my request.,@136743 My apologies. Please get in touch: https://t.co/JzP7hlA23B and we'll be happy to look into what happened. ^DC,support_process_complaint,support_process_complaint,Y,
1404781,@AmazonHelp I contacted with your customer service but no solution yet.,"@446599 I get your concern about the cash back, Arindam. Please share your details here: https://t.co/GIJyeYqKE0 I'll reach &amp; assist. ^SV",support_process_complaint,support_process_complaint,Y,
122732,"アマゾンさんの支払い番号メールがいくら待っても来ないのですが！！！！！！
どうしたらいいでしょう！！！！！",@143383 お待たせしております。お支払い番号は、商品が出荷準備に入り次第Eメールでお送りしております。Eメールの内容は、メッセージセンターでも確認いただくことができます。https://t.co/T4O8Kak3dh MH https://t.co/f0DrtEfhAE,payment_billing,payment_billing,N,
282771,"#AmazonIndia product , neither you are ready to give me you seniors number , nor courier guys number ,",@183370 Sorry to know you haven't received your item. Have you reported this to our team here: https://t.co/R3EfhzgU8B? ^PS,support_process_complaint,support_process_complaint,Y,
231732,Thank you @115821 for early delivery life saver,@171196 😎 Glad it got to you safely. I hope you enjoy your day. ^CR,other_uncategorized,other_uncategorized,Y,
1699943,"@AmazonHelp Will Alexa understand Indian languages? if yes, then please share the list of supported Indian languages.","@121283 and intonation; support for music titles, names, and places in additional non-English languages.  2/2 ^HD",product_info_availability,product_info_availability,N,
527750,@AmazonHelp Yeah I checked there sadly couldn't find any sharing info.   Does anyone know in the office there?,"@242165 I'm sorry, this is not something that we currently have available. ^VS",other_uncategorized,other_uncategorized,Y,
1610953,@115850 Being with Amazon Prime I feel cheated.... 171-3764193-1196360... disgusting delivery service,"@219098 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ ^RW",delivery_issue,delivery_issue,Y,
138185,"@AmazonHelp Das habe ich ja schon alles probiert. Ich habe gerade noch was anderes bestellt also an mir liegt das nicht.

Der Artikel wurde von 3 Verschiedenen Personen bereits versucht zu bestellen.","@147125 Sorry, letzte Antwort war nicht korrekt. Es liegt hier ein techn. Problem vor, welches wir mit dem Verkäufer klären. Kein Artikel aus dem Bestand des Verkäufers ist bestellbar. Ich verstehe, dass das ärgerlich ist, wenn genau der Artikel so günsitg angeboten wird. ^UK",delivery_issue,delivery_issue,N,
69841,"@116090 - Hi there, I contacted the store 4 business days ago but have not heard back. Is there a help email at amazon? I can't make a A-Z claim at this time.",@131814 Hello Julianne - I'm sorry to hear the seller hasn't responded. Please reach out to us by phone or chat so we can look into our options together in real-time: https://t.co/dNXwBZPiM6 ^GR,support_process_complaint,support_process_complaint,Y,
1356301,"@AmazonHelp os mesmos dados do cartão? se sim, gostaria de saber como faço para deletar esta conta",@436243 Enquanto está bloqueada não pode ser modificada ou deletada. No caso pode contatar com o nosso SAC pelo link enviado 1/2,account_technical,account_technical,N,
1828677,@AmazonHelp Thank you and BTW I just subscribed to prime :),@280266 Pleasure is all ours! Welcome to the Prime family. Happy shopping. :) ^SA,other_uncategorized,other_uncategorized,Y,
327079,@AmazonHelp  Ordered a pair of glasses for a blackout theme and payed extra to get them the next day. Now they won’t come until Monday? Smh.,@193945 Hi Max! I can certainly understand why you'd be upset. We've received your DM and have responded. ^HC,delivery_issue,delivery_issue,N,
1478807,@115821 dude I have been with prime since it started and it is now nothing. Free returns means nothing since you can’t return most products. https://t.co/nC351tQIuT,"@463401 Hey Michelle, is the item defective/not working properly? ^AT",other_uncategorized,other_uncategorized,Y,
1937578,@AmazonHelp @115821 Who should I contact for help with packages I believe to have been stolen?,"@576392 We'd like to look into this for you. At your earliest convenience, please contact us here: https://t.co/hApLpMlfHN

- Liz I",delivery_issue,delivery_issue,N,
1582030,@AmazonHelp Sooo.... this still hasn’t showed up? Next day delivery at its finest @AmazonHelp,@486974 What information was provided when you contacted us? We're here to help! ^ZW,delivery_issue,delivery_issue,N,
1416833,"@AmazonHelp prime order delivered incomplete.  i called 4x, spent 45 min on phone.  no resolution.  beyond frustrated.",@449289 I'm so sorry your order was incomplete! What information was provided from the representative you spoke with? ^QJ,delivery_issue,delivery_issue,N,
546410,@AmazonHelp I'm pretty sure the package was lost to be honest here and I'm extremely frustrated,@247053 I'm sorry for the wait! Who's the carrier shown in Your Orders here: https://t.co/Y5jpI9gRhE? ^JM,delivery_issue,delivery_issue,N,
1673662,Have literally waited all day for this and the driver didn’t even knock on the door. Hasn’t even left package at safe space. @AmazonHelp https://t.co/4lA2laZqUC,@220654 Oh no! We can take a look with you in real-time if you'd like to reach us via chat or phone: https://t.co/JzP7hlA23B ^KN,delivery_issue,delivery_issue,N,
2602253,"@115850 ordered this book over a month ago, and on the very day I'm supposed to receive it you cancel the order. Care to explain???

Been a loyal customer for years, and this is how you treat your loyal customers? https://t.co/2MsZXYurOl","@736487 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is visible to the public. 2/2 ^PS",refund_return,refund_return,N,
1127176,"@AmazonHelp ""On the way"". I pay for prime, need these for business. 2 weeks late, no info other than ""Left Warrington 16/10/17 16:52"" is unacceptable.","@385767 Thanks for confirming, what carrier is being used for the delivery? ^JJ",delivery_issue,delivery_issue,Y,
573529,@AmazonHelp @115850 ur clearly shows that u don't have monitoring mechanism for vendor. Anyone can charge what he wish. Charging 25% of product cost 4 delivery is criminal. It will impact ur compny in long term n competitive market,"@254825 If it's a seller fulfilled order, the delivery charges are subject to change with respect to each seller. Having said that, as mentioned earlier, we'll be sure to pass this on as a feedback internally. Appreciate your patience. ^PB",other_uncategorized,other_uncategorized,Y,
2882670,"@AmazonHelp Actually, scrap that. Can you please ask the driver what the note means? https://t.co/ayRZRxmVJi","@799773 As we cannot access your account via Twitter, please contact us here for more details on this delivery  https://t.co/JzP7hlA23B

-RD",delivery_issue,delivery_issue,N,
806236,@AmazonHelp Perhaps a box would be better than an envelope for a heavy paperback book? https://t.co/dY7f7LRbKE,"@312130 Oh no! We'd like to help, please reach us here for available options: https://t.co/hApLpMlfHN ^AG",product_info_availability,product_info_availability,N,
644725,@115830 three of us at home - no door knock but a card has just been out through the door ‘sorry we missed you - parcel in porch’. Ermmmmm really?! No one knocked!!!!!,"@273027 I'm very sorry for that experience, Joanne. Whenever you have time, we'd be happy to directly receive your feedback here: https://t.co/JzP7hlA23B ^SK",delivery_issue,delivery_issue,Y,
173489,@AmazonHelp Amazon Logistics,"@156616 J'en suis navrée, je vous prie dans ce cas-là de le signaler à notre SAV via : https://t.co/hgIrz98cdI et si possible de nous indiquer le numéro de suivi concerné afin qu'on puisse remonter cet incident également.
^KE",other_uncategorized,other_uncategorized,Y,
1125153,How do you report a product on @115830 ?,@385299 Hi - is it an item you received - or on the Website ? ^TD,other_uncategorized,other_uncategorized,Y,
661476,@AmazonHelp package never arrived and I cannot get a tracking number form the site. Second time this gas happened in 2 mo's. Please help.,@277609 I'm sorry your package has not yet arrived. We're here to help! Please let us know current tracking information and who the carrier is. You can find that here: https://t.co/QJ8oXSk0Gf  ^SE,delivery_issue,delivery_issue,N,
631713,"@119625 Why is comrade detective, an amazon production, not available on prime video in India?",@269706 We will continue to add new content. Keep checking https://t.co/FYM9PIZOR8 where we highlight the latest movies and TV shows we have available. ^RB,product_info_availability,product_info_availability,N,
255080,@AmazonHelp What’s the US version of that please? I’m in the US w/my US acct.,@176639 Sorry about that! Here you go: https://t.co/hApLpMlfHN ^TR,product_info_availability,product_info_availability,N,
783804,@AmazonHelp why has Amazon locked my account. How do I reach out to Amazon for resolving this?,@307073 it and the team would reach out to you. (2/2) ^KA,account_technical,account_technical,N,
328468,"@AmazonHelp @115821 When does a pre order item ship relative to its release date?? ex. If release is Nov.7 when will it ship, I have prime",@194317 Great question! Was your item eligible for Release Date Delivery? ^AC,product_info_availability,product_info_availability,N,
2216661,"@AmazonHelp hasn't even gotten far enough for tracking, you failed to even disptach something I pre ordered two months ago, and now claim not to know when it will be in stock","@233125 Hi, sorry to hear that, contact us here: https://t.co/JzP7hlA23B we'll look into this for you. ^AS",delivery_issue,delivery_issue,N,
2349468,"&lt;3 you @Walmart! 18 orders, free fast shipping, 0 mistakes :D  you suck @115821! STILL waiting for my order from you, which was ordered several days before my latest WalMart order.",@679131 I'm sorry you haven't received your order! What was the delivery date based on your order confirmation e-mail? ^DD,delivery_issue,delivery_issue,N,
2679270,@119625 NCIS S1 subtitles are not synced and alligned​ . Kindly correct it .,"@303022 Thank you for flagging this to us, I will forward your feedback internally to get this fixed. ^BS",other_uncategorized,other_uncategorized,Y,
2497432,.@137341 Typo Alert!! 30 days of Free what?? https://t.co/RZoS8gZzJw,@712661 Thanks for flagging this up. We'll have it reviewed at the earliest. ^AK,product_info_availability,product_info_availability,Y,
2827671,@AmazonHelp Already sent a mail..,@787586 As you've shared the required details. We'll get back to you with an update at the earliest. ^KH,support_process_complaint,support_process_complaint,Y,
400303,@AmazonHelp @115850 the issue is of not the refund im asking how can you sell such fake products i want a new and original product at my doorstep,@206514 Please reply to our email correspondence with further query on this and we'll be happy to help further accordingly. ^AB,other_uncategorized,other_uncategorized,Y,
1772327,@117795 who do I contact regarding an issue with my order?,@532694 Hello! To get in contact with our Prime Now team contact us here: https://t.co/9HDWDUhk9r ^AR,other_uncategorized,other_uncategorized,Y,
461301,@AmazonHelp Can you provide me with that link again?,@209029 Of course! We can be reached via phone or chat here: https://t.co/hApLpMlfHN ^ML,product_info_availability,product_info_availability,N,
489514,"@5503 @115833 when can we expect the video skills in Alexa app. There is no ""Music, Video, &amp; Books"" in Alexa app Indian edition as opposed to the doc at https://t.co/pGv5uDtxMg","@231584 Thousands of Indian &amp; global developers are bringing more than 10,000 skills to customers in India. Further, I'll be sure to pass your feedback to the concerned team internally. ^SG",product_info_availability,product_info_availability,N,
707404,@AmazonHelp Cheers. Will give it a go,@289117 Let us know if you need any more help with this! ^KH,other_uncategorized,other_uncategorized,Y,
1126653,@AmazonHelp I had ordered a centre table and was scheduled for installation and no one came called customer service and got a rude reply with no help,"@385652 We'll escalate this right away. Drop your details here: https://t.co/W4oPvmQ0cd, we'll get back with an update. ^HT",support_process_complaint,support_process_complaint,Y,
2965323,"@AmazonHelp Trying to transition to Amazon Prime Student, but the URL simply directs me back to the home page. Any help on how to actually do this? https://t.co/FlVW52nssj",@818107 The link should take you to the Prime Student homepage. Try clearing the cache and cookies from your browsers history and re-tapping the link. The Prime Student sign up page can also be found here: https://t.co/fjiBIMqld2 Let us know if the issue persists! ^SK,account_technical,account_technical,N,
380199,@AmazonHelp November 7th 🙂 just wanted to confirm as making arrangements to sign for the parcel so wasn’t sure if that was dispatch date. Thank you 🙂,@206183 We would aim to have it with you by the date in the confirmation email.If there are any changes to this we will update you.^NV,product_info_availability,product_info_availability,N,
279929,@AmazonHelp worst app ever seen very poor customer service still no one taking responsibilty to solve the issue. pleaae better to discountinue app or customer servise if u think not solve customer issue or even laugh on customer complaint during the call...,@182720 Apologies for the ordeal Mukesh. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get back to you. ^HN,support_process_complaint,support_process_complaint,Y,
812373,"@AmazonHelp £30 off my favourite perfume, a cool shirt for my sister and the best customer service from you guys. 

I think everyone’s happy. 😁",@313579 😊😊 Oh that's really nice! Thank you for your awww comments :),other_uncategorized,other_uncategorized,Y,
1127317,"@AmazonHelp I ordered ""Logitech X100 Bluetooth Speaker"" from lightening deal at 1300rs and when it comes your delivery boy didn't wait for 5 minutes.",@385785 Kindly report this to our support team here: https://t.co/vlvfJr4nN9 &amp; we'll look into it right away. 2/2 ^EM,delivery_issue,delivery_issue,N,
2184675,"@AmazonHelp bonsoir, vous m'expliquez le nouveau concept de livrer le contenu du colis, ouvert, hors du colis !? https://t.co/oRLy9a6ndC","@639868 Bonjour,
Je suis désolée d'apprendre cela. Quel est le transporteur en charge de la livraison?
^MD",product_info_availability,product_info_availability,N,
1693707,@115851 Not sure if you would be interested in knowing terrible experience I had while trying to rectify problem with my A/C @115850,@442894 Have you shared the details on the link provided to you earlier? If not yet then please do and we would connect shortly. ^KK,other_uncategorized,other_uncategorized,Y,
2429474,Thank God @115830 filled the box with extra paper packing.... would have been gutted if my new duvet had smashed in transit!,"@697472 We are always looking ways to improve. You are welcome to provide packaging feedback via this link: https://t.co/ZEcZpFQelh
^SC",other_uncategorized,other_uncategorized,Y,
2431224,@AmazonHelp Encuentran en casa se devuelve el producto y tengo que volver a esperar y tengo clases mañana. Gracias.,"@697865 Buenas noches, Del abismo. Tu comentario fue respondido aquí: https://t.co/OuNViTmyt9 ^CR",refund_return,refund_return,N,
986859,@AmazonHelp Can you not just process and despatch the order and bill me seperately? I have the money and you have the item. We can fix this!,@353862 We don't have access to your account or it's details via Twitter! Please give us another call: https://t.co/JzP7hlA23B ^TG,other_uncategorized,other_uncategorized,Y,
1763248,@AmazonHelp Why am I being ignored??? 4 days on the trot I've asked for help!!! Even Amazon themselves asked you to help me! #hello,"@530485 Due to agreements with the content provider, the title is unavail on digital. You can buy on DVD: https://t.co/mV93z6rSD0 ^AN",support_process_complaint,support_process_complaint,Y,
1082232,Ya llegó @116875 para hacer la semana más amena con contenido de calidad. ☺️📽 https://t.co/lFPTeDlLgb,"@375290 Hola, Raúl ¡Buena elección! ¿Ya comenzaste a verlas? Nosotros preparamos las palomitas de maíz. :3 ^CR https://t.co/9gW5YCLrr4",other_uncategorized,other_uncategorized,Y,
652169,@UPSHelp My package from @2629 is lost&amp; my @115821 was supposed 2 b here at the end of the day 2 day....now the ETA has changed....AGAIN!!!!,@274705 Oh no! Please let us know if it doesn't arrive by the new delivery date. ^MT,delivery_issue,delivery_issue,Y,
1820145,@115850 Hey bought house of marley earphone on 30th may. One of the earpiece is stopped working. What to do?? Pl. Help,"@546436 Sorry to know about the trouble with the order. As the return window has expired, ^AK (1/2)",refund_return,refund_return,N,
2581882,@AmazonHelp My package was stolen:( What do I do? Cannot find anything on the website.,"@731733 Oh no! We'd love to review your options in real-time via phone or chat, please reach us here: https://t.co/hApLpMlfHN ^NN",delivery_issue,delivery_issue,N,
2931434,Hey @116618 why isn’t episode 9 of #Lucifer on the app yet? I thought it was every Tuesday?,"@810822 Hi, thanks for letting us know. I have raised this with the Amazon Video team so they can look into this. Keep an eye on the website.^ES",product_info_availability,product_info_availability,N,
701427,@AmazonHelp how long should it take to get a response to an email query sent from your help section? I've sent two requests in the past 3 days and heard nothing back. Nothing in spam folders either.,"@287437 I'm sorry for the delay in response, Nick! In most cases, e-mails are answered within 24-48 hours. Have you tried to contact us via phone or chat? ^AL",support_process_complaint,support_process_complaint,Y,
416705,@AmazonHelp please can you refund me money?,@214410 I’d like to help; could you please confirm if you've shared the details provided in the link here: https://t.co/in4HM9TUcT. ^MO,refund_return,refund_return,N,
2940260,@AmazonHelp Please send me your email I’d and I shall forward you the response I sent already!!!,@270214 Please write back to us on email correspondence sent by our (social media) team and we'll respond to your concern. ^SF,support_process_complaint,support_process_complaint,Y,
474342,@115850 Same to me they didn't return money to my account after returning the product .I complaint but nothing happens,@363468 I'm sorry you've not received the refund yet. Could you please confirm if you've shared the details through 1/2 ^AP,refund_return,refund_return,N,
474254,"@115830 Hi there, having a bit of problem. I received an email saying that my delivery has been delivered, but because it was sent to my work address and after office hours.. not too sure where the delivery man has left it? it's no where to be seen.",@227883 Sorry to hear that. We'll be happy to look into for you. Please reach out to us here: https://t.co/JzP7hlA23B ^RS,delivery_issue,delivery_issue,N,
1092361,@116618 what's going on? Why #MrRobot ' s season 2 is unavailable in Italy? https://t.co/OCbtttXRdu,@377769 There aren't any updates at the moment but stay tuned for more info! ^VE,product_info_availability,product_info_availability,N,
382889,@AmazonHelp Uau! Economize 12 reais! Por isso eu amo a amazon ❤ Sempre fazendo o melhor para seus clientes! https://t.co/YyRYjycCU9,@144298 E nós amamos você ❤️manda para gente uma foto bem linda do livro no momento que receber tá? 🤗 ^AZ https://t.co/vxUKqmKIB1,other_uncategorized,other_uncategorized,Y,
36535,"@AmazonHelp I am not receiving any help from @123964 nor u. 
My money is LOOTED by u. 

REFUND MY MONEY","@123963 I get your disappointment. Suggest you to contact the manufacturer and claim the warranty. If the manufacturer denies warranty, kindly get a service denial letter. Further, I'm afraid the resolution provided is best we can offer. ^SG",refund_return,refund_return,N,
439667,@115850 #GalaxyNote8AppQuiz where's the winners list ?,@303883 Click here: https://t.co/FJpTQ7f8Ch to view the winner's list of the quiz you're referring to. ^HD,promo_giftcard,promo_giftcard,N,
1773511,"@AmazonHelp Hi! No, none of those. I'm referring to the survey that advises: ""Your latest activity qualifies you for a promotional gift"". It's $50",@533024 We'd like to take a closer look at this with you. Please reach out to us at your convenience here: https://t.co/hApLpMlfHN ^LJ,promo_giftcard,promo_giftcard,N,
1564991,"@AmazonHelp Fortunately the product is in working order, I was not informed of the delivery so I had no idea about it being left outside.",@483175 We typically send an e-mail when packages are delivered. Please check your spam/junk folders as they can be there. ^KJ,delivery_issue,delivery_issue,N,
1085180,@AmazonHelp Both have now been delivered.,"@375973 Thanks for keeping us posted, David! Please let us know if there is anything else at all we could help with! ^SD",other_uncategorized,other_uncategorized,Y,
1246334,all @AmazonHelp had offered is to refund my next day fee or cancel membership with a $50 refund. This is how they treat long time customers,@412404 Sorry! I'd like a member of my team to review this with you. Please give us more details here: https://t.co/Yylfz8wKww ^VB,support_process_complaint,support_process_complaint,Y,
1270999,@115850 can I pay for my COD order using Amazon pay?,@417583 I'm afraid you'll not be able to pay using pay balance at the time of delivery. For detail refer here: https://t.co/oNCBzNnYig ^SG,payment_billing,payment_billing,N,
1262603,"@AmazonHelp @115821 Phone broke, need one tomorrow ASAP? Sorry not even option to have it shipped next day delivery anymore","@412296 Hey, unfortunately it may not be available, do you have a link to the phone? ^AS",other_uncategorized,other_uncategorized,Y,
