thread_id,customer_tweet_id,customer_text,customer_created_at,brand_tweet_id,brand_text,brand_created_at
524882,524882,"@AmazonHelp No new delivery date yet. It looks like it hasn't even shipped, just ""we're encountering a delay in shipping the item below [...]""; the other part of the order did ship Amazon Logistics, and claims to be out for delivery.",Wed Nov 22 02:23:39 +0000 2017,524881,"@241388 I'm sorry for the delayed item. We strive to ship items as quickly as possible, but in rare cases, delays may occur. If we've missed our delivery date, we'd like a chance to look into this with you and review our available options here: https://t.co/hApLpMlfHN ^WT",Wed Nov 22 02:35:00 +0000 2017
158602,158602,"@AmazonHelp no, you guys just cancelled my ONE YEAR amazon prime membership after 5 months",Fri Nov 24 18:32:20 +0000 2017,158604,@152465 I'm sorry for the frustration! Did you receive an e-mail notice about the cancellation? What information if any have you received? We're available to assist. ^SJ,Fri Nov 24 18:37:00 +0000 2017
1730176,1730176,@AmazonHelp Oh I am certainly looking forward to that.... haha.,Tue Nov 07 11:43:59 +0000 2017,1730178,"@522872 Hey, please keep us posted! ^TS",Tue Nov 07 11:58:28 +0000 2017
682569,682569,@AmazonHelp It’s just a feedback form and I have given ZERO stars in that,Sat Oct 21 18:49:24 +0000 2017,682570,@282895 Request you to write back to the email you've received from our team and we will get back to you with the latest update. ^SQ,Sat Oct 21 19:15:11 +0000 2017
23183,23183,@AmazonHelp Oui j’attends un mail de remboursement qui n’est jamais arrivé,Wed Nov 01 09:34:40 +0000 2017,23184,"@121049 D'accord, Veuillez nous tenir informés si vous avez reçu l'email de remboursement.",Wed Nov 01 09:39:24 +0000 2017
1155120,1155120,@115821 how do I get a refund for items Ive not received and after recent reviews looks like I never will? Delivery keeps getting extended https://t.co/MKSRWAIG55,Tue Oct 24 17:42:47 +0000 2017,1155118,"@391736 (2/2) If they don't reply within that time, please reach out to us to review available options: https://t.co/6f9T7pbTKL ^WT",Tue Oct 24 17:54:08 +0000 2017
1303781,1303781,"not at all satisfied with @115850 
the refund process doesn't happen on time it's been 1 week I still didn't get my refund 
#notatallgood",Mon Oct 16 09:44:40 +0000 2017,1303780,@424657 Sorry to hear that! I request you to contact our team here: https://t.co/2t6DQoUmNZ so that they can assist accordingly. ^PR,Mon Oct 16 10:03:24 +0000 2017
984185,984185,"@AmazonHelp Well, your support team says file for return. But who will pay the balance amount if I buy another tv?#AmazonIndia  #takeresponsibility",Sun Oct 22 10:17:43 +0000 2017,984187,@353318 Unfortunately we don't have a price match option. Appreciate your understanding here. ^CB,Sun Oct 22 10:21:00 +0000 2017
2285506,2285506,@115830  i have been in all day. A parcel has just been thrown over my gate and is damaged. A note was put through my door saying GARDEN  Why didnt your agent RING THE BELL????,Sat Nov 11 16:18:12 +0000 2017,2285505,"@581655 I'm sorry it was delivered in that manner. We'd like to get the feedback, damage details, and order information. Contact us by phone or chat: https://t.co/JzP7hlA23B ^MG",Sat Nov 11 16:33:50 +0000 2017
86181,86181,@AmazonHelp how long already 24hrs over.😏,Fri Dec 01 14:47:53 +0000 2017,86182,"@134813 That's strange, Akarsh. Could you check here: https://t.co/rdv8PzpU4A and let us know If you've received any email correspondence from the social media team regarding the issue? ^NK",Fri Dec 01 15:12:07 +0000 2017
2460758,2460758,"kindleの無料お試し読み最強卍
登録してよかった。パンダ嫁",Wed Nov 15 07:18:10 +0000 2017,2460756,"@704602 お喜びいただけて、何よりです(*^o^*)
色々なコンテンツをご準備しておりますので、是非存分にお楽しみください♪TY",Wed Nov 15 07:29:26 +0000 2017
2604191,2604191,@AmazonHelp Waiting for reply @AmazonHelp,Fri Nov 17 09:26:50 +0000 2017,2604190,"@736890 We've escalated the issue with our concerned team, They'll look into the issue. ^SH",Fri Nov 17 09:40:28 +0000 2017
2514686,2514686,"@AmazonHelp me llega un libro NUEVO en estas condiciones, con Amazon Prime, después de esperar 12 días https://t.co/PTvD3m3Ppa",Mon Oct 30 08:37:02 +0000 2017,2514685,"@716462 Hola Camila, sentimos lo sucedido. Puedes verificar las opciones disponibles aquí: https://t.co/h8ab5XAAi8 ^JD",Mon Oct 30 08:39:25 +0000 2017
853944,853944,@116324 @115851 @AmazonHelp @115830 @AmazonHelp - 4 phone calls - 2 customer rep failed .... 1 left me and did not respond and other advised to call back for a different rep???,Fri Oct 13 13:10:49 +0000 2017,853941,"@322830 Sorry to hear this. Without sharing personal/account info, can you please advise what happened ? ^TD",Fri Oct 13 13:32:00 +0000 2017
930462,930462,"@115850 refund requested since 8th oct, nothing received till date, happy new year bolke bhejoge kya? https://t.co/YXJJsvS8fT",Sat Oct 21 11:17:00 +0000 2017,930460,@340729 We can't access your account over Twitter. Has the item reached us back as per the tracking? Do let us know. ^CB,Sat Oct 21 11:32:28 +0000 2017
2883453,2883453,@117804 Consegui comprar bons livros por preços muito baixos. Mas apenas na #amazon s2,Tue Nov 28 10:10:04 +0000 2017,2883452,"@799935 Oi Wellersom! ficamos felizes em saber que conseguiu aproveitar as nossas promoções! espero que aproveite bastante a leitura, um grande abraço! 😀 ^NP",Tue Nov 28 10:15:00 +0000 2017
1795614,1795614,初めてAmazonで買い物したけど支払いから届くまでどれ位かかるんやろか,Wed Oct 18 00:36:34 +0000 2017,1795612,"@539558 初めてのご利用ありがとうございます。
ご注文時にご案内のお届け予定日を目途にお届けするよう処理を進めております。予定日に幅がある場合には、発送時のご連絡メールに明確な予定日を記載しておりますので、そちらにてご確認いただければと存じます。TY",Wed Oct 18 00:43:45 +0000 2017
2184675,2184675,"@AmazonHelp bonsoir, vous m'expliquez le nouveau concept de livrer le contenu du colis, ouvert, hors du colis !? https://t.co/oRLy9a6ndC",Thu Nov 09 17:54:07 +0000 2017,2184673,"@639868 Bonjour,
Je suis désolée d'apprendre cela. Quel est le transporteur en charge de la livraison?
^MD",Thu Nov 09 18:00:25 +0000 2017
142140,142140,@AmazonHelp Thank you for your help,Fri Nov 24 12:55:02 +0000 2017,142141,@148076 Of course! We'll be in touch soon! ^KJ,Fri Nov 24 13:01:00 +0000 2017
633606,633606,"@116928 por favor, dejen de trabajar con seur que es imposible. Nunca doy recibido el paquete el día que dicen",Wed Nov 22 16:35:52 +0000 2017,633605,"@267156 Hola Sara, sin brindar información personal o de tu cuenta dinos, ¿qué ha sucedido? ¿Se ha presentado alguna situación o inconveniente con un pedido pendiente de entrega? ^KS",Wed Nov 22 16:39:00 +0000 2017
422242,422242,"Da werden @116316 Prime Paketevon @124285 als PriosSendungeinfach mal ein Tag später geliefertobwohl schon im Zielzentrum eingegangen",Tue Oct 10 09:31:23 +0000 2017,422241,@215579 Welcher Liefertermin wurde dir denn in einer Bestellbestätigung genannt? Liebe Grüße ^MF,Tue Oct 10 09:33:26 +0000 2017
743262,743262,"Please, please, please @115821 send me my book... 😭 #everydaywatercolor",Wed Oct 11 15:47:23 +0000 2017,743260,"@297723 I'm sorry for the delay. When you go to Your Orders, what's the estimated delivery date for your book? ^EM",Wed Oct 11 15:56:44 +0000 2017
2555198,2555198,"@AmazonHelp Feedback 4 u: Pls dnt address ur replies as 'I' if u r responding on a company's behalf!
 Pls let us know what compensation u had planned for all this chaos? @98984 @719117 @98987 @98986 @29519",Thu Nov 16 16:44:53 +0000 2017,2555199,"@719116 I get you being upset about the poor experience. We certainly did not expect this to happen. I'm afraid, we do not have a compensation policy. However, as mentioned earlier, I'll ensure to forward your feedback to the concerned team internally for a review. ^NK",Thu Nov 16 17:04:05 +0000 2017
1248721,1248721,"@AmazonHelp This link is not opening, plz call me directly in my no...9921002938, and solve the issue",Thu Oct 26 03:36:53 +0000 2017,1248723,"@412981 Please don't provide your contact details, we consider it to be personal information. Our page is visible to the public. ^KA",Thu Oct 26 04:06:09 +0000 2017
1388847,1388847,"@115830 my delivery today was delivered to a ""reception"" the thing is that I don't have a reception in my apartment or anything like that?",Sat Oct 28 10:16:01 +0000 2017,1388846,@443092 I'm so sorry to hear this! We'd like to take a look into this with you. Please reach out to us here: https://t.co/JzP7hlA23B ^TH,Sat Oct 28 10:37:24 +0000 2017
1499886,1499886,"@4822 Amazon seller Germany has been holding over £3,000 of MY MONEY for a month and are not responding to calls, emails or cases!!",Fri Nov 03 13:36:43 +0000 2017,1499884,"@468218 Please contact us via this link, so we can look into this: https://t.co/cUDnC8mjd7 ^AN",Fri Nov 03 13:55:00 +0000 2017
2165917,2165917,"@115821 My delivery address is a workplace that shuts, never had an issue with amazon deliveries before but this one isn’t much good",Thu Oct 19 13:18:12 +0000 2017,2190968,"@635694 I am sorry for the wait, Sarah! Have you updated delivery hours? If not, contact us via phone/chat: https://t.co/HGpoPhXh6z ^BE",Thu Oct 19 13:39:00 +0000 2017
2884174,2884174,@AmazonHelp order number was 204-1881702-4511551 . Urgently resolve and sort out the mess that is your customer service ASAP,Tue Nov 28 11:23:56 +0000 2017,2884177,"@800071 Hello Martin, we cannot access your account via this channel. Can you please advise what happened? ^HS",Tue Nov 28 11:42:25 +0000 2017
89277,89277,"@AmazonHelp Sì, come ogni anno!! ❤️",Sat Dec 02 08:41:11 +0000 2017,89279,@135305 ❤️🎄🎁 ^GA,Sat Dec 02 08:50:28 +0000 2017
1411590,1411590,Amazon届いた〜,Thu Nov 02 00:52:20 +0000 2017,1411589,@448080 https://t.co/st4oU5QbhPをご利用いただきありがとうございます。当サイトの配送にはご満足いただけたでしょうか😊これからもよろしくお願いします🙇‍♂️　MH,Thu Nov 02 01:06:26 +0000 2017
1369424,1369424,"Merci @120533 de nous livrer nos Kleenex commandés avec un bouton Dash avec 3 mois de retard et en lot de 12 boîtes.
C'est très utile. 😡 https://t.co/lbpDpL5ss4",Mon Oct 16 14:44:02 +0000 2017,1369425,"@438758 Bonjour, désolée pour cet incident, l'avez-vous signalé à notre SAV?^FT",Mon Oct 16 15:03:07 +0000 2017
2104252,2104252,@AmazonHelp Yes. Ive been advised it will be here. Its 12:31 and its not even out yet!,Wed Nov 08 12:36:20 +0000 2017,2104250,"@621224 Apologies, if the item doesn't arrive you can use the link to report the missed delivery to us. ^JJ",Wed Nov 08 12:42:00 +0000 2017
2519278,2519278,"@116090 So pre-orders. I made one, game releases on Friday. I have a prime membership. I'm being told the game will be delivered Tuesday to Thursday next week. But if I  cancel my pre-order, and just order it on Friday, it will come on Sunday. What's up with that?",Thu Nov 16 00:43:39 +0000 2017,2519276,@717609 We can help take a closer look into this. On your original pre-order what shipping speed was selected? This can be checked on the order here: https://t.co/Y5jpI9gRhE ^EP,Thu Nov 16 00:48:00 +0000 2017
323360,323360,"Wow, @115830 Pantry is a unique service. Forged signature, lost delivery and customer service adept at arse-covering. Avoid. #amazonpantry",Sat Oct 07 14:27:14 +0000 2017,323359,@193002 This is not the experience we hope you to have! What information/options did we provide when you reached us? ^CS,Sat Oct 07 14:38:36 +0000 2017
2628922,2628922,@AmazonHelp Thanks. Purchase done via Amazon.fr.,Fri Nov 17 17:49:58 +0000 2017,2628923,"@192262 Kindly contact our costumer service then via this link :  https://t.co/hgIrz98cdI to check it out for you.
^KE",Fri Nov 17 17:58:00 +0000 2017
2144426,2144426,@115821 you have some major problems with your delivery service.  Repeated mistakes and lost packages.,Wed Nov 08 23:51:45 +0000 2017,2144424,"@630476 Oh no! That's not what we like to hear! Without posting personal account info, can you tell us more about the issue? ^BN",Thu Nov 09 00:01:29 +0000 2017
2962735,2962735,What’s the point of paying for prime if shipping takes longer than two days once it ships from @115821. https://t.co/u5FBI5Yrqz,Wed Nov 29 21:27:40 +0000 2017,2962733,@817530 Oh no! Who's the carrier listed for this order? You can check here: https://t.co/Y5jpI9gRhE ^JO,Wed Nov 29 21:34:38 +0000 2017
224636,224636,Amazon Prime Music Incoming? Echo description shows on Amazon India.,Thu Oct 05 04:36:17 +0000 2017,224634,@169671 We don't have any announcement regarding Amazon Prime Music as of now. ^GK,Thu Oct 05 05:30:03 +0000 2017
923762,923762,@AmazonHelp Have filld this form for the second time..Now can someone pls resolve this urgently?Didn't think Amazon will be so difficult to reach out to,Fri Oct 20 11:14:52 +0000 2017,923761,"@339221 As you've shared your details, we'll work on it and get back to you at the earliest. ^HN",Fri Oct 20 11:22:00 +0000 2017
2922647,2922647,"I already pay a premium for @115821 that is supposed to include music and video, so why do I now have to pay more for the music?",Wed Nov 29 01:28:35 +0000 2017,2922646,@808818 The Prime membership includes Prime Music. We also have a separate service called Amazon Music Unlimited. Current Prime members may purchase this at a discount. There is more information here: https://t.co/qmVOoTdChB ^SJ,Wed Nov 29 01:47:07 +0000 2017
812508,812508,"@AmazonHelp No sé cómo podéis trabajar con una empresa así, pues no cumplen los plazos de entrega y se ríen del cliente. Vais a perder muchos clientes de mi zona por su culpa.",Tue Nov 28 08:40:50 +0000 2017,812510,"@313574 En este tipo de situación es muy importante reportar lo sucedido directamente con nuestro departamento de Soporte al Cliente, así ellos podrán investigar lo ocurrido, agradezco tu feedback, será enviado para nuestro departamento interno responsable. ^VM",Tue Nov 28 08:49:02 +0000 2017
1209818,1209818,"@117804, melhor notícia do dia, meu Kindle ta a caminho! https://t.co/CTKZKQfrdj",Wed Oct 25 11:05:16 +0000 2017,1209817,"@404001 Daqui em 5 dias Tainan, que emoção. Lembra, quando o Kindle chegar tem que compartilhar uma fotinho conosco 💙. ^MB",Wed Oct 25 11:15:58 +0000 2017
720750,720750,Where is my order? @115821 I want it right now I asked for more than two weeks You are stupid @115821 ???,Wed Oct 11 01:38:34 +0000 2017,720748,"@292503 I'm sorry for the wait! Which of our websites did you use? For example, https://t.co/nUUp5MLhYl or https://t.co/st4oU5QbhP? ^SB",Wed Oct 11 01:50:30 +0000 2017
1774557,1774557,"@115830 you might need to fix your suggestions, you emailed me about the exact item I bought 2 days ago",Wed Nov 08 04:16:03 +0000 2017,1774555,"@533292 Hi! To get rid of unwanted suggest, you can improve your recommendations by clicking here: https://t.co/bU6PjDCWvI. ^SY",Wed Nov 08 04:21:54 +0000 2017
2364643,2364643,@AmazonHelp Yes i have with no luck,Mon Nov 13 22:40:17 +0000 2017,2364645,@571680 Oh no! What options were we able to provide when you contacted us? ^BE,Mon Nov 13 22:43:30 +0000 2017
714769,714769,"@AmazonHelp 10₹ product is mentioned as ₹80 and providing 80% discount.
Does this make any sense? Its all about cheating customers",Wed Oct 11 01:04:02 +0000 2017,714771,@290983 Thanks for flagging this. We'll have this reviewed internally. ^NR,Wed Oct 11 01:12:00 +0000 2017
423247,423247,"@AmazonHelp Merci @AmazonHelp j´ai réglé cela au téléphone, le colis a était perdu par @120534, merci pour votre service.",Tue Oct 10 12:51:46 +0000 2017,423248,@215768 Ravi d'apprendre que le souci a été réglé.  ^ARC,Tue Oct 10 12:55:00 +0000 2017
122736,122736,@AmazonHelp Thanks for the reply.,Fri Nov 24 00:45:24 +0000 2017,122738,@143384 It's our pleasure. Please let us know if there's anything else that we can do to assist. We're here to help.  ^FJ,Fri Nov 24 00:51:53 +0000 2017
2317003,2317003,@AmazonHelp 発売日にちゃんと届くか心配になっているだけです。発売日は16日なのに発送予定日23日となってたら心配にもなってきますよね,Mon Nov 13 07:25:53 +0000 2017,2317005,@671784 発売日にお受取りいただくには、「発売日お届けの対象商品」で「お急ぎ便」でのご注文が可能な場合となります。恐れ入りますが、コンビニ払いご利用の場合は、発売日お届けの対象外となります。https://t.co/wUu9MWMNmV ET,Mon Nov 13 07:30:56 +0000 2017
2880495,2880495,Think I may have taken passive aggressive to a new level...my amazon package is late;) https://t.co/ClE4siW482,Tue Nov 28 08:18:12 +0000 2017,2880493,@799344 I hope the Driver Associate is not delayed at the Tea Party :-)  Please add these instructions to your 'Safe Place' instruction: https://t.co/oO6LIsgR8G  ^TD,Tue Nov 28 08:27:53 +0000 2017
701427,701427,@AmazonHelp how long should it take to get a response to an email query sent from your help section? I've sent two requests in the past 3 days and heard nothing back. Nothing in spam folders either.,Thu Nov 23 17:17:47 +0000 2017,701426,"@287437 I'm sorry for the delay in response, Nick! In most cases, e-mails are answered within 24-48 hours. Have you tried to contact us via phone or chat? ^AL",Thu Nov 23 17:20:00 +0000 2017
23212,23212,@121055 When do you add Japan to the list of countries with access through the Xbox one app? @116313 @115821,Wed Nov 01 08:28:50 +0000 2017,23211,"@121054 Thank you for the question. But we are unable to inform you when or if we will. if we do, we will let you know on our website.^ET",Wed Nov 01 08:48:34 +0000 2017
666992,666992,Amazon万歳 https://t.co/qWmhASl5gU,Thu Nov 23 02:56:22 +0000 2017,666991,@278940 こんにちは、アマゾンです。ご利用ありがとうございます。ヽ(*ﾟ▽ﾟ)ﾉ ﾊﾞﾝｻﾞｰｲ♪ ET,Thu Nov 23 03:04:12 +0000 2017
2418504,2418504,"Hey @115821 I order TONS of stuff from you, &amp; there's been a year's worth of shipping issues in the past 1-2 months. Your customer service can't seem to tell me any more info than the app. If I have to go out of my way to call about an issue, you'd better be able to explain it.",Tue Nov 14 17:31:08 +0000 2017,2418502,"@694899 I'm so sorry to hear you've been experiencing delivery issues! I understand that this can be super frustrating. Have you noticed this to be a trend with a particular carrier?

^AV",Tue Nov 14 18:01:32 +0000 2017
2280448,2280448,Würde mich auch interessieren @AmazonHelp https://t.co/q7MOHz1bk9,Sat Nov 11 20:13:44 +0000 2017,2280446,"@662924 Hi, die Folie um die Box sollte nicht entfernt werden. Lieber Gruß ^SI",Sat Nov 11 20:27:29 +0000 2017
2192597,2192597,"No I'm really done this time, my package was supposed to be here two fucking days ago man https://t.co/RIiFYjRnZc",Thu Nov 09 19:30:19 +0000 2017,2192596,"@641746 I'm so sorry your package hasn't arrived yet! We'd like to help, if we can. Have we missed the delivery date provided in your confirmation email? Let us know! ^BL",Thu Nov 09 19:33:00 +0000 2017
1488737,1488737,@AmazonHelp https://t.co/yyt5Uvobjs Luxembourg,Fri Nov 03 12:50:08 +0000 2017,1488736,@465795 Thanks for that information. Can you check here for any active subscriptions on your account:https://t.co/76v7JSkbDb ^CR,Fri Nov 03 12:55:33 +0000 2017
2394427,2394427,@AmazonHelp It says I have to now give it an extra day or two. I’m really disappointed as this is for a gift! On top of that I can’t even order it on the prime now app anymore as you charge delivery now. How do I take prime off  auto renew?,Tue Nov 14 17:31:24 +0000 2017,2394429,@689330 I'm sorry about that! You can update your auto renew preferences here: https://t.co/pt8nB5gp5K ^SW,Tue Nov 14 17:44:25 +0000 2017
1095846,1095846,Aways a crapshoot w/ @115821 if #amzl_us will actually deliver . The odds are never in my favor.  Today they lied about a delivery (again).,Mon Oct 23 21:36:55 +0000 2017,1095844,@378603 Sorry you haven't received your order. Send details about this order here so we can investigate: https://t.co/vBXR5qNYgn ^CL,Mon Oct 23 21:40:07 +0000 2017
141112,141112,"@AmazonHelp @115821 @1402 @8105 @1840
@AmazonHelp LOL :D Same texts. Do we arrived at zero again? Do we were relying on these kinda support for spending thousands of money :D #FRAUDAMAZON",Sun Nov 26 13:41:49 +0000 2017,141113,"@147589 I understand this could be disappointing, Deep. As requested, please respond to the email correspondence that was sent by the social media team so that we can check and assist you further. Appreciate your understanding. ^NK",Sun Nov 26 14:20:31 +0000 2017
2872514,2872514,@115821 🤔 quien se toma 16 horas en entregar un paquete? 🤯 https://t.co/orZNx2tlI0,Tue Nov 28 03:13:30 +0000 2017,2872513,"@193375 Hola, Carlos. ¿Podrías indicarnos cuál es la fecha de entrega indicada en el correo electrónico de confirmación del pedido? ^CR",Tue Nov 28 03:16:00 +0000 2017
179342,179342,@AmazonHelp Sir plz this process have already completed? Plz don't frustrated me again. I want solutions not time pass. Check my details u have already,Wed Oct 04 10:03:34 +0000 2017,179344,"@158262 In this case, you must have received an email from us, kindly reply or it or you may fill your details again 1/2 ^SH",Wed Oct 04 10:22:26 +0000 2017
2467634,2467634,"Poxa @117086 essa promoção do Kindle foi bem rápida, deveria ter durado mais tempo. Alguma chance de voltar? ♥️😀",Sun Oct 29 21:03:33 +0000 2017,2467633,"@706051 Olá, Bruno! As futuras promoções serão anunciadas diretamente no nosso site oficial e redes sociais. Fique de olho! 👀 ^CR",Sun Oct 29 21:07:30 +0000 2017
633615,633615,"Dear Amazon. As a prime customer I have purchased many items over the years, a female sex toy is not one of them. So why would you email me recommending a leopard print bullet vibrator? As a male I'm not equipped with the relevant orifice to deposit such an object! @115830 https://t.co/qr4TYxmY3R",Wed Nov 22 16:39:18 +0000 2017,633614,@270186 I'm very sorry to hear about this error. This link will provide you with steps to improve the recommendations sent to you: https://t.co/gGG8Kz1mgM ^MI,Wed Nov 22 16:47:00 +0000 2017
2457057,2457057,"@AmazonHelp link is diffrent order showing which is not myne😂😂😂🤣🤣🤣😆😅
are you check your ans again when sent to customers reply ?

my order was GYM BAG not hindwer shower,
take care when replying here.
do the needful 
also pay attention on last tweet , i already had talk twice to cs",Wed Nov 15 10:19:17 +0000 2017,2457059,@703797 Kindly share your details here: https://t.co/beaaDm0muc and we'll check. ^GK,Wed Nov 15 10:42:25 +0000 2017
299619,299619,@AmazonHelp No according to my app it's still out for today. No explanation of a delay either. Why is it now 2 days late??,Fri Oct 06 20:24:38 +0000 2017,299621,@187418 Please give us a ring here: https://t.co/JzP7hlRCV9 so we can take a look at this with you. ^TR,Fri Oct 06 20:33:00 +0000 2017
258856,258856,@115821 refunded me when I returned a product but took the money again bc they didnt receive it although they originally sent the wrong item,Thu Oct 05 20:11:05 +0000 2017,258855,@177542 Oh no! Please reach us here: https://t.co/JzP7hlA23B so we can look into this with you in real-time. ^EZ,Thu Oct 05 20:18:58 +0000 2017
1313393,1313393,@115850 are you planning for a End of Season sale just like #Flipkart?,Fri Oct 27 06:46:39 +0000 2017,1313392,@426854 We will make an official statement if there is any sale planned. Stay tuned to our website. ^MJ,Fri Oct 27 06:54:26 +0000 2017
1454488,1454488,"@AmazonHelp Is there a way to get rid of this, or at least remove certain topics from Ads. This is the last thing I need to see... https://t.co/sxtFVhFM7v",Thu Nov 02 14:59:59 +0000 2017,1454486,@457582 Hello! Have you tried clearing your cache and cookies from your browser? ^JZ,Thu Nov 02 15:06:00 +0000 2017
841730,841730,"#AmazonIndia Cheater u r..why after agreeing first, u denied to return my Amazon Pay amount to my bank account.. Order # 408-0037022-3563553",Fri Oct 13 12:14:05 +0000 2017,841729,"@320244 here: https://t.co/beaaDm0muc, we'll get back to you soon. Please don't provide your order details, as we consider it 2/3^AP",Fri Oct 13 12:24:33 +0000 2017
2713212,2713212,"@AmazonHelp I am still being billed for an Amazon FreeTime Unlimited subscription I cancelled MONTHS ago. It doesn't show up on my Amazon account anymore even, but my credit card is still being charged every month.",Mon Nov 20 03:25:53 +0000 2017,2713211,@761695 I'm so sorry for the trouble with your FreeTime Unlimited subscription! Have you reached out to us to discuss this: https://t.co/hApLpMlfHN? We're unable to view account details via Twitter.  ^ST,Mon Nov 20 03:30:09 +0000 2017
1231227,1231227,@AmazonHelp how can I file a complaint?,Wed Oct 25 21:08:50 +0000 2017,1231226,"@408790 We'd like to help, what seems to be the issue? ^MH",Wed Oct 25 21:11:14 +0000 2017
1495994,1495994,"Se mai dovessi sposarmi non presenterò la lista di nozze, ma direttamente la lista desideri di #Amazon.",Fri Nov 03 11:58:47 +0000 2017,1495992,@467337 Aspettiamo con ansia il lieto evento 💍 ^BC,Fri Nov 03 12:12:00 +0000 2017
2287643,2287643,@AmazonHelp Awaiting product delivery ??,Sun Nov 12 02:32:04 +0000 2017,2287645,@664655 We've sent a correspondence to your registered email ID here: https://t.co/fYrzNInVt2. Kindly check. ^PS,Sun Nov 12 02:54:54 +0000 2017
1693534,1693534,"@513951 @115821 @AmazonHelp they delivered after 4 days delay.. But now delaying in reverse pick up too. 
#AmazonIndia",Mon Nov 06 19:06:18 +0000 2017,1693531,"@123814 We have your details and we're working on this issue. We will get in touch with you, please keep an eye on your mail box. ^SM",Mon Nov 06 19:36:28 +0000 2017
1490372,1490372,@AmazonHelp can u help this keeps popping up every time i want to buy my friend something from their wishlist and it’s done this to EVERY item in the wishlist https://t.co/JrrX9IY0k3,Sun Nov 26 01:40:30 +0000 2017,1490370,@454812 Does the person you are buying for have a shipping address set up for their wishlist?  ^WB,Sun Nov 26 02:03:00 +0000 2017
593426,593426,@AmazonHelp se traba a la hora de proceder al pago.,Sun Dec 03 18:13:15 +0000 2017,593428,"@260506 Muchas gracias por informarnos. ¿Has podido realizar el pago correctamente?
^DB",Sun Dec 03 18:17:26 +0000 2017
1838550,1838550,@115830  where's my Gran Turismo steelbook? You sold me something and then haven't got it? Very annoying. #GranTurismo,Wed Oct 18 06:18:49 +0000 2017,1838548,@551072 Hi - have we advised that you will not receive an order as promised ? ^TD,Wed Oct 18 06:26:32 +0000 2017
