thread_id,customer_tweet_id,customer_text,customer_created_at,brand_tweet_id,brand_text,brand_created_at,llm_intent
682630,682630,@115850 Else call me @ 7903044398,Sat Oct 21 13:25:18 +0000 2017,994443,@282901 I understand your disappointment. Could you please confirm if you've shared the details from the link provided earlier? ^VR,Sun Oct 22 15:34:32 +0000 2017,other_uncategorized
1680090,1680090,@AmazonHelp Plz check __email__ amazon id...Complaint is registered..he gifted me a gift card which is not working... @510903 ...U guys don't care for ur customer..I just spent 30 mins explaining same to ur customer rep over chat as well,Mon Nov 13 06:44:53 +0000 2017,1680091,"@510904 Please share your details on the link above and we'll get back to you at the earliest. Please don't provide your email details, as we consider it to be personal information. Our Twitter page is visible to the public. ^PS",Mon Nov 13 07:11:30 +0000 2017,support_process_complaint
927512,927512,"@AmazonHelp @115850 @119625 again one of my friend is facing ur pathetic srvc,this is repeating for second time,very disappointed https://t.co/7aKVTTnaHt",Thu Oct 19 19:39:39 +0000 2017,927516,"@305262 Please don't provide your order number, we consider it to be personal info. Our Twitter page is visible to the public. ^MP(2/2)",Thu Oct 19 20:09:08 +0000 2017,support_process_complaint
461263,461263,"Eu te amo, @117086! https://t.co/wlu7K4R6l2",Fri Dec 01 02:16:16 +0000 2017,461261,"@224598 O amor é mútuo, AQ! 🙈 Você adora ler mesmo, não é? Qual livro você vai ler primeiro? 🤔 ^CR",Fri Dec 01 02:18:28 +0000 2017,other_uncategorized
255080,255080,@AmazonHelp What’s the US version of that please? I’m in the US w/my US acct.,Thu Oct 05 20:26:47 +0000 2017,255081,@176639 Sorry about that! Here you go: https://t.co/hApLpMlfHN ^TR,Thu Oct 05 20:29:35 +0000 2017,product_info_availability
1932440,1932440,@116439 I’ve reset to factory and still buffers. 4 ft from modem/router and still buffers. Other devices don’t.,Wed Oct 18 15:12:31 +0000 2017,1932439,@284884 I'm sorry to hear the device is buffering! Have you tried to restart the router and modem as well? ^DD,Wed Oct 18 15:37:00 +0000 2017,account_technical
806236,806236,@AmazonHelp Perhaps a box would be better than an envelope for a heavy paperback book? https://t.co/dY7f7LRbKE,Sun Sep 24 03:04:53 +0000 2017,806235,"@312130 Oh no! We'd like to help, please reach us here for available options: https://t.co/hApLpMlfHN ^AG",Sun Sep 24 03:27:28 +0000 2017,product_info_availability
534976,534976,@AmazonHelp For your kind information even @133929  is not picking my call so how can i expect delivery by 8 PM ? Please provide me the contact of delivery boy so that i can talk to him directly please,Sat Dec 02 12:46:12 +0000 2017,534979,"@243936 Twitter being a social media platform, we wouldn't have the direct to your access to your account. Request you to reach out to our support team here: https://t.co/R3EfhzgU8B and we'll assist you further. ^NK",Sat Dec 02 13:06:00 +0000 2017,delivery_issue
1126653,1126653,@AmazonHelp I had ordered a centre table and was scheduled for installation and no one came called customer service and got a rude reply with no help,Sun Oct 15 14:25:40 +0000 2017,1126655,"@385652 We'll escalate this right away. Drop your details here: https://t.co/W4oPvmQ0cd, we'll get back with an update. ^HT",Sun Oct 15 14:57:00 +0000 2017,support_process_complaint
278709,278709,"@115850 I had ordered this for last Diwali. It's been a year and you're still ""Preparing for dispatch"" !! 😂😂😂 https://t.co/YBC1fJrlVO",Fri Oct 06 06:47:16 +0000 2017,278708,"@182466 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^KA",Fri Oct 06 08:17:28 +0000 2017,delivery_issue
573529,573529,@AmazonHelp @115850 ur clearly shows that u don't have monitoring mechanism for vendor. Anyone can charge what he wish. Charging 25% of product cost 4 delivery is criminal. It will impact ur compny in long term n competitive market,Sun Dec 03 06:35:45 +0000 2017,573530,"@254825 If it's a seller fulfilled order, the delivery charges are subject to change with respect to each seller. Having said that, as mentioned earlier, we'll be sure to pass this on as a feedback internally. Appreciate your patience. ^PB",Sun Dec 03 07:04:00 +0000 2017,other_uncategorized
1773267,1773267,@AmazonHelp It was usps but it didn’t update til 8:05 pm that they would not deliver it until stated above,Wed Nov 08 02:44:33 +0000 2017,1773269,"@454578 That's incredibly frustrating, again, I'm sorry. Please keep us posted on your delivery tomorrow. ^AM",Wed Nov 08 02:48:30 +0000 2017,delivery_issue
1092361,1092361,@116618 what's going on? Why #MrRobot ' s season 2 is unavailable in Italy? https://t.co/OCbtttXRdu,Sat Oct 14 22:36:19 +0000 2017,1092360,@377769 There aren't any updates at the moment but stay tuned for more info! ^VE,Sun Oct 15 04:18:30 +0000 2017,product_info_availability
1279696,1279696,@AmazonHelp One to two hours... What does Amazon Help help with?,Mon Oct 16 09:36:25 +0000 2017,1279697,"@419446 might take some time, but please let us know once it happens and let us know how it goes! 2/2 ^RL",Mon Oct 16 09:41:39 +0000 2017,other_uncategorized
445532,445532,"@AmazonHelp Asking about the issue again and again on different platforms and via different means, a bot sometimes or a remotely situated call center sometimes,and not doing anything about the issue ACTUALLY.
Is it the new face of customer harassment?",Wed Nov 22 09:54:15 +0000 2017,445531,@220507 I'm sorry for the unpleasant experience. Kindly fill in your details here: https://t.co/beaaDlIL5C and we'll get back to you with an update. ^AU,Wed Nov 22 10:19:30 +0000 2017,support_process_complaint
2922464,2922464,How fast are your drivers @115821? You’ve got 15 minutes to make it here by your own self imposed deadline. What am I paying for?!,Wed Nov 29 01:45:46 +0000 2017,2922463,@116917 I'm sorry for the frustrating experience. Please let us know if your order doesn't arrive by the provided time. ^ST,Wed Nov 29 01:51:31 +0000 2017,delivery_issue
1393370,1393370,o dvd de Rain 6 dolares @115821 eu te amooooo,Sat Oct 28 13:28:07 +0000 2017,1393368,@444057 Pacto de amor por toda eternidade 💞😁 ^VL,Sat Oct 28 13:34:00 +0000 2017,other_uncategorized
2679270,2679270,@119625 NCIS S1 subtitles are not synced and alligned​ . Kindly correct it .,Tue Oct 31 14:37:53 +0000 2017,2679269,"@303022 Thank you for flagging this to us, I will forward your feedback internally to get this fixed. ^BS",Tue Oct 31 15:03:00 +0000 2017,other_uncategorized
994182,994182,@AmazonHelp 20 minutes ago by email and currently on chat. However chat is unable to help.,Sat Oct 14 12:22:20 +0000 2017,994183,@178186 What are they advising? ^PK,Sat Oct 14 12:45:29 +0000 2017,support_process_complaint
222653,222653,@115821 @116316 @AmazonHelp can answers my e-mails? I want know why my account was locked. I send t requested info but I am still waiting,Thu Oct 05 00:08:49 +0000 2017,222651,@169192 Did you already get in touch with our customer service? Regards ^UK,Thu Oct 05 04:22:37 +0000 2017,account_technical
1404781,1404781,@AmazonHelp I contacted with your customer service but no solution yet.,Sun Oct 29 01:41:46 +0000 2017,1404782,"@446599 I get your concern about the cash back, Arindam. Please share your details here: https://t.co/GIJyeYqKE0 I'll reach &amp; assist. ^SV",Sun Oct 29 01:51:00 +0000 2017,support_process_complaint
2805950,2805950,@130293 cada cuanto tiempo se suben novedades a la plataforma?,Wed Nov 22 02:57:02 +0000 2017,2805949,@782590 Hola lovefox. Se publican todos los días. ^JJ,Wed Nov 22 03:01:00 +0000 2017,product_info_availability
1262242,1262242,@AmazonHelp please can you provide customer service phone number. I need to speak urgently with someone about replacement also damaged,Thu Oct 26 10:35:52 +0000 2017,1262241,@415654 Please reach us here:  https://t.co/JzP7hlA23B ^CD,Thu Oct 26 10:55:00 +0000 2017,other_uncategorized
308898,308898,@AmazonHelp can I get someone in management to please contact me?  I have had Amazon Prime since the month u started it.  I need local help,Mon Oct 02 02:48:14 +0000 2017,308897,"@164558 We're here for you. Without posting account information, would you let us know what's going on today? ^AM",Mon Oct 02 03:31:49 +0000 2017,support_process_complaint
2974867,2974867,@115821 @2150 #LaserShit Tracking says item delivered but it's not here. WTF?,Thu Nov 30 02:38:54 +0000 2017,2974866,@335256 I'm sorry to hear you haven't received your package yet! Please follow the steps here: https://t.co/Kk4My6ZcYP. ^DG,Thu Nov 30 02:47:33 +0000 2017,delivery_issue
526113,526113,"@AmazonHelp 分かりました。
ご迷惑をおかけして申し訳ございません。
ご丁寧に有難う御座いました。",Sat Dec 02 07:14:33 +0000 2017,526114,@241731 とんでもないことでございます。どうぞよろしくお願いいたします。TN,Sat Dec 02 07:16:00 +0000 2017,other_uncategorized
327079,327079,@AmazonHelp  Ordered a pair of glasses for a blackout theme and payed extra to get them the next day. Now they won’t come until Monday? Smh.,Sat Oct 07 16:42:47 +0000 2017,327078,@193945 Hi Max! I can certainly understand why you'd be upset. We've received your DM and have responded. ^HC,Sat Oct 07 16:46:28 +0000 2017,delivery_issue
1773511,1773511,"@AmazonHelp Hi! No, none of those. I'm referring to the survey that advises: ""Your latest activity qualifies you for a promotional gift"". It's $50",Wed Nov 08 03:11:22 +0000 2017,1773513,@533024 We'd like to take a closer look at this with you. Please reach out to us at your convenience here: https://t.co/hApLpMlfHN ^LJ,Wed Nov 08 03:17:00 +0000 2017,promo_giftcard
539758,539758,"@AmazonHelp Ich habe derzeit KEINEN Stick, da ich ihn aufgrund der zu diesem Zeitpunkt fehlenden Option zurückgeschickt hatte. Die Option scheint nun also wieder integriert zu sein? Nicht dass ich ihn jetzt erneut bestelle und sie doch fehlt oder irgenwann wieder blödsinnig entfernt wird.",Wed Nov 22 16:39:37 +0000 2017,539757,"@245182 Alex, wenn du ihn wieder hast, stell bitte die Frage einfach erneut. Wir beantworten dir das dann selbstverständlich gerne noch einmal 🤠🤗😘 ^AS",Wed Nov 22 16:59:01 +0000 2017,product_info_availability
1647473,1647473,@AmazonHelp Can you advise which would be the most appropriate non-order question to use from the dropdown menu?,Mon Nov 06 03:28:57 +0000 2017,1647475,"@503340 Sure! To contact us, select the option for Prime or something else and then select more/other non-order questions. ^QJ",Mon Nov 06 03:44:29 +0000 2017,product_info_availability
1416833,1416833,"@AmazonHelp prime order delivered incomplete.  i called 4x, spent 45 min on phone.  no resolution.  beyond frustrated.",Thu Nov 02 03:07:30 +0000 2017,1416827,@449289 I'm so sorry your order was incomplete! What information was provided from the representative you spoke with? ^QJ,Thu Nov 02 03:22:05 +0000 2017,delivery_issue
1398060,1398060,@AmazonHelp Wollte ich eigentlich hiermit tun^^,Sat Oct 28 16:02:07 +0000 2017,1398062,"@445119 Wenn du sie uns per Anhang schickst, haben wir weitere Infos mit denen die Kollegen arbeiten können. (E-Mail Header etc.) ^MI",Sat Oct 28 16:12:36 +0000 2017,other_uncategorized
23183,23183,@AmazonHelp Oui j’attends un mail de remboursement qui n’est jamais arrivé,Wed Nov 01 09:34:40 +0000 2017,23184,"@121049 D'accord, Veuillez nous tenir informés si vous avez reçu l'email de remboursement.",Wed Nov 01 09:39:24 +0000 2017,refund_return
259408,259408,@115830 just bought two Disney blu-rays from the 2 for £14 deal but seem to have been charged full price at checkout.,Thu Oct 05 20:24:02 +0000 2017,259407,"@177686 I'm sorry! We don't have access to your order details via Twitter, please reach out to us here: https://t.co/JzP7hlRCV9 ^ME",Thu Oct 05 20:33:34 +0000 2017,payment_billing
1632176,1632176,@AmazonHelp Mal chegaram já estão na bagunça... cobrar por algo que não entregou não seria roubo?,Sat Nov 18 20:36:50 +0000 2017,1632174,"@499460 Leadro, o que foi indicado para você pelos nossos colegas do SAC? ^LG",Sat Nov 18 20:41:08 +0000 2017,refund_return
797514,797514,@115851 let me know how to send @115850 gift card to you I'm feedup with this joker's I've 3072 inr balance need to transfer you,Thu Oct 12 14:36:12 +0000 2017,797511,"@158494 As requested previously, please fill in your details in the form provided so we could fix this. ^JC",Thu Oct 12 15:03:05 +0000 2017,promo_giftcard
69841,69841,"@116090 - Hi there, I contacted the store 4 business days ago but have not heard back. Is there a help email at amazon? I can't make a A-Z claim at this time.",Mon Nov 27 17:14:21 +0000 2017,69839,@131814 Hello Julianne - I'm sorry to hear the seller hasn't responded. Please reach out to us by phone or chat so we can look into our options together in real-time: https://t.co/dNXwBZPiM6 ^GR,Mon Nov 27 17:26:33 +0000 2017,support_process_complaint
1582030,1582030,@AmazonHelp Sooo.... this still hasn’t showed up? Next day delivery at its finest @AmazonHelp,Mon Nov 06 20:05:21 +0000 2017,1582032,@486974 What information was provided when you contacted us? We're here to help! ^ZW,Mon Nov 06 20:10:00 +0000 2017,delivery_issue
2940260,2940260,@AmazonHelp Please send me your email I’d and I shall forward you the response I sent already!!!,Thu Nov 30 03:44:28 +0000 2017,2940261,@270214 Please write back to us on email correspondence sent by our (social media) team and we'll respond to your concern. ^SF,Thu Nov 30 03:54:00 +0000 2017,support_process_complaint
2008300,2008300,"@AmazonHelp why am I paying for Prime if my ""two day free shipping"" takes more than two days....",Wed Oct 18 20:15:48 +0000 2017,2008298,@593859 Have we missed your estimated delivery date in your confirmation e-mail? Please let us know: https://t.co/BSdyHZWRr0 ^KJ,Wed Oct 18 20:21:01 +0000 2017,payment_billing
2200740,2200740,"@115830 at which point does leaving a parcel on the doorstep constitute as being ""handed to resident""?",Sun Nov 26 14:13:18 +0000 2017,2200739,@615458 I'm sorry for the conflicting information. Feel free to e-mail us the order information and we'll review the feedback: https://t.co/JzP7hlA23B ^MG,Sun Nov 26 14:16:28 +0000 2017,delivery_issue
1135201,1135201,@AmazonHelp My student prime has been activated yet I've still been charged for normal prime hence why I have contacted you,Tue Oct 24 20:23:31 +0000 2017,1135202,"@387435 I'm so sorry for this experience, Niha. We'd like to look into this further. Please contact us here: https://t.co/JzP7hlA23B ^HS",Tue Oct 24 20:55:33 +0000 2017,payment_billing
1470775,1470775,Paid for one day shipping and it’s still not here I’m peeved!! @AmazonHelp https://t.co/QrPs8QlGP5,Fri Nov 03 00:38:20 +0000 2017,1470774,@461387 I'm sorry for the delay! Late packages tend to arrive the following day. Please keep us posted.,Fri Nov 03 00:45:28 +0000 2017,delivery_issue
644725,644725,@115830 three of us at home - no door knock but a card has just been out through the door ‘sorry we missed you - parcel in porch’. Ermmmmm really?! No one knocked!!!!!,Wed Nov 22 18:17:44 +0000 2017,644724,"@273027 I'm very sorry for that experience, Joanne. Whenever you have time, we'd be happy to directly receive your feedback here: https://t.co/JzP7hlA23B ^SK",Wed Nov 22 18:26:00 +0000 2017,delivery_issue
2931434,2931434,Hey @116618 why isn’t episode 9 of #Lucifer on the app yet? I thought it was every Tuesday?,Wed Nov 29 07:26:10 +0000 2017,2931433,"@810822 Hi, thanks for letting us know. I have raised this with the Amazon Video team so they can look into this. Keep an eye on the website.^ES",Wed Nov 29 07:43:52 +0000 2017,product_info_availability
1565142,1565142,@115830 please can you help me speak to a real person rather than a robot on the Amazon flex driver support.,Tue Oct 17 05:19:19 +0000 2017,1565138,"@483198 We'd like to help. Without providing any personal info, please tell us more about what's going on. ^KB",Tue Oct 17 05:26:27 +0000 2017,support_process_complaint
1247750,1247750,"@AmazonHelp UPS —the company is called Looseplus, I believe.",Thu Oct 26 01:52:32 +0000 2017,1247752,"@412748 We can take a closer look into available options. When you have time, we can be reached via phone: https://t.co/hApLpMlfHN ^EP",Thu Oct 26 01:59:34 +0000 2017,delivery_issue
266854,266854,@179592 @116313 たまらんですなぁ,Thu Oct 05 23:50:44 +0000 2017,266853,@179591 @179592 |ω・)ﾁﾗｯ.｡oO(ぜひご覧ください✨) YM,Thu Oct 05 23:56:32 +0000 2017,other_uncategorized
1284506,1284506,@115830 account on hold thru on fault of my own for 3 weeks. No help from @AmazonHelp. Call back within 24 hours yeah right,Thu Oct 26 18:23:39 +0000 2017,1284505,@420470 I'm sorry you haven't heard back. The Account Specialists are an email support team. Have you received any emails? ^AJ,Thu Oct 26 18:29:40 +0000 2017,account_technical
2581882,2581882,@AmazonHelp My package was stolen:( What do I do? Cannot find anything on the website.,Thu Nov 16 22:53:12 +0000 2017,2581881,"@731733 Oh no! We'd love to review your options in real-time via phone or chat, please reach us here: https://t.co/hApLpMlfHN ^NN",Thu Nov 16 23:10:36 +0000 2017,delivery_issue
1772327,1772327,@117795 who do I contact regarding an issue with my order?,Wed Nov 08 01:38:58 +0000 2017,1772325,@532694 Hello! To get in contact with our Prime Now team contact us here: https://t.co/9HDWDUhk9r ^AR,Wed Nov 08 01:45:00 +0000 2017,other_uncategorized
2542973,2542973,"@115850 hello amazon!! Have ordered a product on your site, having a prime membership it didnt get delivered till now .. Its a birthday gift .. Wasnt expecting this from your service! Need some help regarding this..",Thu Nov 16 12:44:53 +0000 2017,2542972,"@722965 Apologies for the delay, please share your details here: https://t.co/cQVomR1pWz and we'll look into this for you. ^SU",Thu Nov 16 12:57:00 +0000 2017,delivery_issue
365215,365215,@AmazonHelp I've had a couple of times! How many details you need for one resolution ?? I am amazed to see on the post-sale services! Need to buck-up!,Wed Oct 11 15:57:59 +0000 2017,365216,"@202515 If you have shared your details, you must have received a correspondence from our team. Request you to check. ^SQ",Wed Oct 11 16:20:31 +0000 2017,support_process_complaint
2395755,2395755,This is a cheap A4 frame in a massive box of bubble wrap - thanks #Amazon!! #wrapping #bubblewrap https://t.co/zHZJAcgNrZ,Tue Nov 14 12:15:17 +0000 2017,2395754,@552482 Sorry about that. Please leave us your packaging feedback here: https://t.co/TH7UAFZey5 ^RS,Tue Nov 14 12:32:36 +0000 2017,other_uncategorized
2363242,2363242,"¿Cómo no amar Amazon si hice mi pedido ayer y llegó hace 3 horas? Es como para abrazar al repartidor, preguntarle si ya comió y echarle la bendición",Mon Nov 13 21:32:38 +0000 2017,2363240,"@682328 Hola Rheya, ¡nos alegra muchísimo escuchar que recibiste tu pedido tan pronto y esperamos que disfrutes mucho todas tus compras realizadas en Amazon México!  ^CB",Mon Nov 13 21:38:00 +0000 2017,other_uncategorized
478554,478554,@AmazonHelp Disgusting just disgusting service 😤😤😤😤😤😤😤😤😖😖😖😖😖😖😖😖,Fri Dec 01 12:29:20 +0000 2017,478551,"@228684 We would like to help you. However, we wouldn't be able to access your account on Twitter. Please drop your details in the link shared earlier and we'll get in touch with you soon. ^BV",Fri Dec 01 12:37:00 +0000 2017,other_uncategorized
2429474,2429474,Thank God @115830 filled the box with extra paper packing.... would have been gutted if my new duvet had smashed in transit!,Tue Nov 14 19:53:14 +0000 2017,2429473,"@697472 We are always looking ways to improve. You are welcome to provide packaging feedback via this link: https://t.co/ZEcZpFQelh
^SC",Tue Nov 14 20:29:00 +0000 2017,other_uncategorized
1283821,1283821,I confess: I am an online shopper. Satisfied how fast @117795 delivers my purchases. New toy I bought. #stabilizer #upthegame https://t.co/HXLNfkXa58,Thu Oct 26 18:02:47 +0000 2017,1283820,"@420315 Hey Nadia, I am glad to hear that we exceed your expectations! Make sure to show off those pictures! ^LS",Thu Oct 26 18:12:52 +0000 2017,other_uncategorized
1303669,1303669,@AmazonHelp I have a question about a delivery I have coming.,Fri Oct 27 01:26:02 +0000 2017,1303667,"@424633 We're here to help, Tyler! What questions do you have? ^HC",Fri Oct 27 01:28:32 +0000 2017,delivery_issue
222399,222399,@AmazonHelp j'ai un problème avec ma commande,Wed Nov 15 15:10:19 +0000 2017,222398,"@169115 Bonjour, En quoi puis-je vous aider?
^YL",Wed Nov 15 15:14:43 +0000 2017,delivery_issue
1955325,1955325,"Is this why I pay for Amazon Prime, @115851 ?? FIVE DAYS and you have a mega depot less than one hour from my house... @AmazonHelp https://t.co/5WodcQaM0e",Wed Oct 18 16:42:44 +0000 2017,1955324,@270206 Many factors affect the date of delivery of an order. Some items are not eligible for one day delivery.^ASZ,Wed Oct 18 17:06:38 +0000 2017,delivery_issue
631713,631713,"@119625 Why is comrade detective, an amazon production, not available on prime video in India?",Wed Nov 22 15:45:23 +0000 2017,631712,@269706 We will continue to add new content. Keep checking https://t.co/FYM9PIZOR8 where we highlight the latest movies and TV shows we have available. ^RB,Wed Nov 22 16:06:00 +0000 2017,product_info_availability
2766995,2766995,How is this two day shipping amazon?? @115821 #amazonprimesucks #sounreliable #twodaysmeans7 https://t.co/2atMBKg9vM,Tue Nov 21 10:25:42 +0000 2017,2766993,"@773765 Hello Kasia. I can confirm 2 day delivery option would be from the date the item dispatches. Once you select your address, the system will determine the estimated date based on the location of the item from your address. ^GA",Tue Nov 21 10:39:36 +0000 2017,delivery_issue
2205220,2205220,@115821 Why can't I control my fire TV from my kindle any more?,Thu Nov 09 20:57:26 +0000 2017,2205219,@644787 We'd love to help! Are you trying to use the screen mirroring feature or are you using the Fire TV Remote App? ^ZW,Thu Nov 09 21:14:00 +0000 2017,account_technical
114304,114304,@115830 I do not approve of your delivery methods. #Disgrace  found these parcels for my neighbours #Dumped at the bottom of my garden. https://t.co/KUMmQ1vZHV,Thu Nov 23 21:23:40 +0000 2017,114302,@141408 I'm terribly sorry to see your parcels left like this. We'd like to document courier feedback with you here: https://t.co/JzP7hlA23B. ^EZ,Thu Nov 23 21:26:00 +0000 2017,delivery_issue
1133492,1133492,"@115821 @115850 
@119625  @AmazonHelp 
I ordered my product before 6hrs &amp; I've my prime membership still its not shipped yet?why?!!",Sun Oct 15 14:27:26 +0000 2017,1133489,@387082 Orders take time to be shipped by the vendors and they're delivered as per the estimated delivery date assigned. Kindly wait.^RS,Sun Oct 15 15:09:30 +0000 2017,delivery_issue
2179054,2179054,@115821 @AmazonHelp @115851 today I couldn't buy an iPhone 7 because you didn't had an option of paying EMI with Bajaj finsery card.,Thu Oct 19 12:25:21 +0000 2017,2179053,@638620 Sorry about that. I'll surely pass on your feedback to the concerned team internally Affan. ^HN,Thu Oct 19 12:35:26 +0000 2017,product_info_availability
1082232,1082232,Ya llegó @116875 para hacer la semana más amena con contenido de calidad. ☺️📽 https://t.co/lFPTeDlLgb,Mon Oct 23 20:15:00 +0000 2017,1082231,"@375290 Hola, Raúl ¡Buena elección! ¿Ya comenzaste a verlas? Nosotros preparamos las palomitas de maíz. :3 ^CR https://t.co/9gW5YCLrr4",Mon Oct 23 20:26:02 +0000 2017,other_uncategorized
439778,439778,"Hey @115821, was ist denn da schief gelaufen? In der Regel kommen die @5712 Lieferungen recht pünktlich. #Prime #AmazonPrime #DHL https://t.co/0D43R8pQgY",Wed Oct 11 10:02:36 +0000 2017,439777,"@219395 Das kann ich dir nicht sagen, da ich über Twitter keinen Zugriff habe. Melde dich bitte hier: https://t.co/cDHy5WiCek Gruß ^MF",Wed Oct 11 10:19:00 +0000 2017,delivery_issue
1095839,1095839,When you get cut off from @AmazonHelp and then it goes fubar when you try to call back And reconnect to the helpful person and can’t!,Mon Oct 23 21:38:44 +0000 2017,1095837,@378602 I'm sorry for the trouble you're having reaching us. Without sharing account/order details will you tell us what happened? ^DW,Mon Oct 23 21:41:16 +0000 2017,support_process_complaint
2495433,2495433,"@AmazonHelp 7 items split between 2 orders. 2 of those orders are non-amazon, the rest all say amazon llc",Mon Oct 30 01:34:23 +0000 2017,2495435,"@712207 While we appreciate that info, we need to know who the physical carrier was. You can find that info with the same link. 😊 ^JD",Mon Oct 30 01:50:30 +0000 2017,delivery_issue
665473,665473,@115850 What is this??😂 https://t.co/4ZhitfrO2e,Sat Oct 21 13:18:24 +0000 2017,923706,@339213 Thank you for flagging this. We'll get this rectified. ^SU,Sat Oct 21 13:43:34 +0000 2017,product_info_availability
2636905,2636905,"@AmazonHelp That's happening every single time, even if I leave the app for 2 sec https://t.co/Qqa1zqMzT3",Fri Nov 17 20:37:59 +0000 2017,2636907,@132143 Sorry you're having trouble with Amazon Video. Here is a link to a page that should help with this:https://t.co/E5XiZG2gjl ^AP,Fri Nov 17 20:52:26 +0000 2017,account_technical
2885643,2885643,@AmazonHelp Dispathed Today- arriving Thursday,Tue Nov 28 11:56:05 +0000 2017,2885642,"@800362 I am sorry for the inconvience caused, Tom. We have slightly extended the delivery window for some orders. You can find more information here: https://t.co/IHwnfzgEC9. ^SM",Tue Nov 28 12:00:40 +0000 2017,delivery_issue
391184,391184,"@115850 order product worth 1033 INR, received duplicate copy of 599 INR. DISGUSTING. @AmazonHelp is it pirated copy of book? https://t.co/DLGP2swNke",Mon Oct 09 15:29:32 +0000 2017,391182,@208623 here: https://t.co/TdDksLo6Mf and we'll look into this. (2/2) ^HD,Mon Oct 09 16:05:00 +0000 2017,refund_return
450789,450789,@AmazonHelp my usual card has been declined for no reason. Tried 2 of my others and they're being declined and I don't know why. It's definitely not a financial issue so I don't know what else it could be.,Thu Nov 30 21:33:07 +0000 2017,450788,"@221880 I'm sorry for the trouble with your card. As a first step, please take a look over the tips here and verify your billing address matches what your bank has on file: https://t.co/u0ohF3v0Ve. We recommend contacting your bank if the cards continue to decline. ^MB",Thu Nov 30 21:46:00 +0000 2017,payment_billing
